#group,false,false,false,false,false,false,false,false
#datatype,string,long,double,string,double,string,long,dateTime:RFC3339
#default,_result,,,,,,,
,result,table,Humidity,SSID,Temperature,device,rssi,time
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T13:54:24.362305654Z
,,0,32,HCILAB,23,ESP32,-63,2023-06-06T13:54:31.459854408Z
,,0,32,HCILAB,23,ESP32,-64,2023-06-06T13:54:38.635949059Z
,,0,32,HCILAB,23,ESP32,-68,2023-06-06T13:54:45.873487956Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T13:54:53.271401587Z
,,0,32,HCILAB,23,ESP32,-64,2023-06-06T13:55:00.302027823Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T13:55:07.727258769Z
,,0,32,HCILAB,23,ESP32,-67,2023-06-06T13:55:14.876418836Z
,,0,32,HCILAB,23,ESP32,-67,2023-06-06T13:55:21.999077286Z
,,0,32,HCILAB,23,ESP32,-63,2023-06-06T13:55:29.071544473Z
,,0,32,HCILAB,23,ESP32,-64,2023-06-06T13:55:36.140736697Z
,,0,32,HCILAB,23,ESP32,-67,2023-06-06T13:55:43.431794412Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T13:55:50.529128296Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T13:55:57.622826867Z
,,0,32,HCILAB,23,ESP32,-67,2023-06-06T13:56:57.28126444Z
,,0,32,HCILAB,23.2,ESP32,-65,2023-06-06T13:57:04.446104611Z
,,0,32,HCILAB,23.1,ESP32,-64,2023-06-06T13:57:11.615074644Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T13:57:18.617159109Z
,,0,32,HCILAB,23.1,ESP32,-64,2023-06-06T13:57:25.84846669Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T13:57:33.015700604Z
,,0,32,HCILAB,23.1,ESP32,-62,2023-06-06T13:57:40.592786651Z
,,0,32,HCILAB,23.1,ESP32,-62,2023-06-06T13:57:48.068435184Z
,,0,32,HCILAB,23.1,ESP32,-64,2023-06-06T13:57:55.408586695Z
,,0,32,HCILAB,23,ESP32,-64,2023-06-06T13:58:02.712263647Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T13:58:09.777998456Z
,,0,32,HCILAB,23,ESP32,-64,2023-06-06T13:58:16.848179965Z
,,0,32,HCILAB,23,ESP32,-62,2023-06-06T13:58:24.026335655Z
,,0,32,HCILAB,23,ESP32,-63,2023-06-06T13:58:31.101387201Z
,,0,32,HCILAB,23,ESP32,-62,2023-06-06T13:58:38.258795621Z
,,0,32,HCILAB,23.1,ESP32,-62,2023-06-06T13:58:45.386418893Z
,,0,32,HCILAB,23,ESP32,-62,2023-06-06T13:58:52.481565793Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T13:58:59.545507082Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T13:59:06.822719956Z
,,0,32,HCILAB,23.1,ESP32,-64,2023-06-06T13:59:13.983448414Z
,,0,32,HCILAB,23.1,ESP32,-62,2023-06-06T13:59:21.150708019Z
,,0,32,HCILAB,23.1,ESP32,-66,2023-06-06T13:59:28.931450704Z
,,0,32,HCILAB,23.1,ESP32,-64,2023-06-06T13:59:36.20363244Z
,,0,32,HCILAB,23.1,ESP32,-64,2023-06-06T13:59:44.097953849Z
,,0,32,HCILAB,23.1,ESP32,-68,2023-06-06T13:59:51.219862022Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T13:59:58.835636528Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:00:06.625315827Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:00:13.683493516Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:00:20.859283735Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:00:27.994639855Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:00:36.107500104Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:00:43.788605142Z
,,0,32,HCILAB,23.1,ESP32,-66,2023-06-06T14:00:51.779475822Z
,,0,32,HCILAB,23.1,ESP32,-64,2023-06-06T14:00:58.842020642Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:01:05.907368954Z
,,0,32,HCILAB,23,ESP32,-67,2023-06-06T14:01:13.180951498Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T14:01:20.448711159Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T14:01:27.718446116Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:01:34.895191517Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:01:42.258379606Z
,,0,32,HCILAB,23.1,ESP32,-63,2023-06-06T14:02:20.625203479Z
,,0,32,HCILAB,23.3,ESP32,-63,2023-06-06T14:02:29.054947866Z
,,0,32,HCILAB,23.2,ESP32,-64,2023-06-06T14:02:36.337818336Z
,,0,32,HCILAB,23.2,ESP32,-65,2023-06-06T14:02:43.902659027Z
,,0,32,HCILAB,23.1,ESP32,-62,2023-06-06T14:02:50.969119563Z
,,0,32,HCILAB,23.1,ESP32,-62,2023-06-06T14:02:58.957750078Z
,,0,32,HCILAB,23.1,ESP32,-64,2023-06-06T14:03:06.295816034Z
,,0,32,HCILAB,23.1,ESP32,-63,2023-06-06T14:03:13.599080429Z
,,0,32,HCILAB,23.1,ESP32,-64,2023-06-06T14:03:20.767864576Z
,,0,32,HCILAB,23.1,ESP32,-66,2023-06-06T14:03:27.832807768Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:03:34.993601028Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:03:42.067251306Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:03:49.336751309Z
,,0,32,HCILAB,23.1,ESP32,-66,2023-06-06T14:03:56.405949144Z
,,0,32,HCILAB,23.1,ESP32,-68,2023-06-06T14:04:03.570599754Z
,,0,32,HCILAB,23.1,ESP32,-66,2023-06-06T14:04:10.738707666Z
,,0,32,HCILAB,23.1,ESP32,-68,2023-06-06T14:04:17.774338461Z
,,0,32,HCILAB,23.1,ESP32,-65,2023-06-06T14:04:26.007214154Z
,,0,32,HCILAB,23.1,ESP32,-66,2023-06-06T14:04:33.235820514Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T14:04:40.538165268Z
,,0,32,HCILAB,23,ESP32,-67,2023-06-06T14:04:47.604743397Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T14:04:55.103732363Z
,,0,32,HCILAB,23,ESP32,-64,2023-06-06T14:05:02.246948279Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T14:05:09.31274784Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T14:05:16.34818035Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T14:05:23.442997126Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:05:30.507852621Z
,,0,32,HCILAB,23,ESP32,-63,2023-06-06T14:05:37.684452164Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:05:44.844616858Z
,,0,32,HCILAB,23,ESP32,-64,2023-06-06T14:05:51.879457903Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T14:05:58.925781149Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:06:06.249680565Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:06:13.269254141Z
,,0,32,HCILAB,23,ESP32,-68,2023-06-06T14:06:20.342999408Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:06:27.463408945Z
,,0,32,HCILAB,23,ESP32,-68,2023-06-06T14:06:36.568814084Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:06:43.725731466Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:06:50.893860455Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T14:06:58.063131655Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:07:05.127957473Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:07:12.192812589Z
,,0,32,HCILAB,23,ESP32,-65,2023-06-06T14:07:19.236080095Z
,,0,32,HCILAB,23,ESP32,-68,2023-06-06T14:07:27.245151679Z
,,0,32,HCILAB,23,ESP32,-64,2023-06-06T14:07:34.383951117Z
,,0,32,HCILAB,23,ESP32,-63,2023-06-06T14:07:41.790474518Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:07:48.954288317Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:08:03.1931605Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:08:10.357617309Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:08:17.507168599Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:08:24.794466359Z
,,0,32,HCILAB,23,ESP32,-67,2023-06-06T14:08:33.093346746Z
,,0,32,HCILAB,23,ESP32,-67,2023-06-06T14:08:40.769531398Z
,,0,32,HCILAB,22.9,ESP32,-65,2023-06-06T14:08:47.940229045Z
,,0,32,HCILAB,23,ESP32,-64,2023-06-06T14:08:55.003107532Z
,,0,32,HCILAB,22.9,ESP32,-65,2023-06-06T14:09:02.0688447Z
,,0,32,HCILAB,23,ESP32,-66,2023-06-06T14:09:09.135263717Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:09:16.203838703Z
,,0,32,HCILAB,22.9,ESP32,-66,2023-06-06T14:09:23.374771909Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:09:30.537386894Z
,,0,32,HCILAB,22.9,ESP32,-65,2023-06-06T14:09:37.703949674Z
,,0,32,HCILAB,22.9,ESP32,-68,2023-06-06T14:09:44.769201972Z
,,0,32,HCILAB,22.9,ESP32,-66,2023-06-06T14:09:51.944801159Z
,,0,32,HCILAB,22.9,ESP32,-65,2023-06-06T14:09:59.011469124Z
,,0,32,HCILAB,22.9,ESP32,-66,2023-06-06T14:10:06.074521411Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:10:13.250067858Z
,,0,32,HCILAB,22.9,ESP32,-69,2023-06-06T14:10:20.304040363Z
,,0,32,HCILAB,22.9,ESP32,-64,2023-06-06T14:10:27.531323634Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:10:34.741454618Z
,,0,32,HCILAB,22.9,ESP32,-69,2023-06-06T14:10:42.007383266Z
,,0,32,HCILAB,22.9,ESP32,-68,2023-06-06T14:10:49.059603782Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:10:56.225204688Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:11:03.713904236Z
,,0,32,HCILAB,22.9,ESP32,-66,2023-06-06T14:11:10.865982269Z
,,0,32,HCILAB,22.9,ESP32,-66,2023-06-06T14:11:19.389654809Z
,,0,32,HCILAB,22.9,ESP32,-66,2023-06-06T14:11:26.447048053Z
,,0,32,HCILAB,22.9,ESP32,-68,2023-06-06T14:11:33.512669391Z
,,0,32,HCILAB,22.9,ESP32,-68,2023-06-06T14:11:40.585675184Z
,,0,32,HCILAB,22.9,ESP32,-68,2023-06-06T14:11:47.752826794Z
,,0,32,HCILAB,22.9,ESP32,-65,2023-06-06T14:11:55.126548236Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:12:03.324560431Z
,,0,32,HCILAB,22.9,ESP32,-66,2023-06-06T14:12:10.489974874Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:12:17.850689964Z
,,0,32,HCILAB,22.9,ESP32,-65,2023-06-06T14:12:25.333594282Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:12:32.403728682Z
,,0,32,HCILAB,22.9,ESP32,-65,2023-06-06T14:12:40.079314895Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:12:47.348395581Z
,,0,32,HCILAB,22.9,ESP32,-66,2023-06-06T14:12:54.426419429Z
,,0,32,HCILAB,22.9,ESP32,-70,2023-06-06T14:13:01.99801893Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:13:10.204220988Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:13:17.457280106Z
,,0,32,HCILAB,22.9,ESP32,-68,2023-06-06T14:13:25.545936951Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:13:32.675811094Z
,,0,32,HCILAB,22.9,ESP32,-65,2023-06-06T14:13:40.503918855Z
,,0,32,HCILAB,22.9,ESP32,-68,2023-06-06T14:13:47.865353534Z
,,0,32,HCILAB,22.9,ESP32,-72,2023-06-06T14:13:56.682617206Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:14:04.060938264Z
,,0,32,HCILAB,22.9,ESP32,-69,2023-06-06T14:14:11.625393552Z
,,0,32,HCILAB,22.9,ESP32,-65,2023-06-06T14:14:18.810235792Z
,,0,32,HCILAB,22.9,ESP32,-68,2023-06-06T14:14:25.911884304Z
,,0,32,HCILAB,22.9,ESP32,-67,2023-06-06T14:14:32.961847803Z
,,0,34,HCILAB,22.9,ESP32,-68,2023-06-06T14:14:40.087580079Z
,,0,33,HCILAB,22.9,ESP32,-63,2023-06-06T14:14:47.152224557Z
,,0,34,HCILAB,23,ESP32,-62,2023-06-06T14:14:54.294695989Z
,,0,34,HCILAB,23.1,ESP32,-63,2023-06-06T14:15:01.343810944Z
,,0,34,HCILAB,23.1,ESP32,-63,2023-06-06T14:15:08.406029215Z
,,0,35,HCILAB,23.2,ESP32,-65,2023-06-06T14:16:00.165320245Z
,,0,33,HCILAB,23.7,ESP32,-66,2023-06-06T14:16:07.535982979Z
,,0,34,HCILAB,23.8,ESP32,-65,2023-06-06T14:16:14.814394582Z
,,0,34,HCILAB,23.8,ESP32,-69,2023-06-06T14:16:21.975071816Z
,,0,33,HCILAB,23.8,ESP32,-72,2023-06-06T14:16:29.148044755Z
,,0,33,HCILAB,23.8,ESP32,-64,2023-06-06T14:16:36.267798754Z
,,0,35,HCILAB,23.8,ESP32,-62,2023-06-06T14:16:43.43903683Z
,,0,35,HCILAB,23.9,ESP32,-65,2023-06-06T14:16:50.755965478Z
,,0,35,HCILAB,23.9,ESP32,-75,2023-06-06T14:16:57.918023503Z
,,0,36,HCILAB,24,ESP32,-67,2023-06-06T14:17:05.020277129Z
,,0,39,HCILAB,24.1,ESP32,-65,2023-06-06T14:17:12.260734461Z
,,0,35,HCILAB,24.3,ESP32,-65,2023-06-06T14:17:26.605320903Z
,,0,36,HCILAB,24.3,ESP32,-68,2023-06-06T14:17:33.644833567Z
,,0,35,HCILAB,24.4,ESP32,-65,2023-06-06T14:17:40.681721871Z
,,0,35,HCILAB,24.4,ESP32,-61,2023-06-06T14:17:47.900253194Z
,,0,34,HCILAB,24.5,ESP32,-71,2023-06-06T14:17:55.06294718Z
,,0,33,HCILAB,24.5,ESP32,-68,2023-06-06T14:18:02.335517689Z
,,0,34,HCILAB,24.5,ESP32,-67,2023-06-06T14:18:09.503947144Z
,,0,33,HCILAB,24.6,ESP32,-66,2023-06-06T14:18:16.620778775Z
,,0,32,HCILAB,24.6,ESP32,-65,2023-06-06T14:18:23.844181314Z
,,0,32,HCILAB,24.6,ESP32,-65,2023-06-06T14:18:31.288135823Z
,,0,31,HCILAB,24.7,ESP32,-66,2023-06-06T14:24:18.853337623Z
,,0,31,HCILAB,24.3,ESP32,-67,2023-06-06T14:24:25.927716921Z
,,0,31,HCILAB,24.3,ESP32,-61,2023-06-06T14:24:33.06001439Z
,,0,32,HCILAB,24.2,ESP32,-66,2023-06-06T14:24:40.34570876Z
,,0,33,HCILAB,24.1,ESP32,-66,2023-06-06T14:24:47.526755217Z
,,0,36,HCILAB,24.1,ESP32,-66,2023-06-06T14:24:54.651986232Z
,,0,36,HCILAB,24.1,ESP32,-62,2023-06-06T14:25:01.832975411Z
,,0,36,HCILAB,24.1,ESP32,-62,2023-06-06T14:25:09.037944238Z
,,0,35,HCILAB,24.1,ESP32,-59,2023-06-06T14:25:16.164104363Z
,,0,34,HCILAB,24.1,ESP32,-62,2023-06-06T14:25:23.3660937Z
,,0,34,HCILAB,24.1,ESP32,-64,2023-06-06T14:25:30.407071569Z
,,0,33,HCILAB,24.1,ESP32,-72,2023-06-06T14:25:37.599968612Z
,,0,33,HCILAB,24.1,ESP32,-62,2023-06-06T14:26:33.416350274Z
,,0,32,HCILAB,24.4,ESP32,-64,2023-06-06T14:26:40.449926076Z
,,0,32,HCILAB,24.4,ESP32,-67,2023-06-06T14:26:47.758645884Z
,,0,32,HCILAB,24.3,ESP32,-65,2023-06-06T14:26:54.876466618Z
,,0,41,HCILAB,24.9,ESP32,-63,2023-06-06T14:28:45.308006367Z
,,0,36,HCILAB,25.1,ESP32,-67,2023-06-06T14:28:52.440360114Z
,,0,35,HCILAB,25.1,ESP32,-65,2023-06-06T14:28:59.590594127Z
,,0,35,HCILAB,25.1,ESP32,-60,2023-06-06T14:29:06.811818789Z
,,0,33,HCILAB,25.1,ESP32,-66,2023-06-06T14:30:04.688620178Z
,,0,32,HCILAB,25.2,ESP32,-65,2023-06-06T14:30:11.886696239Z
,,0,33,HCILAB,25.2,ESP32,-68,2023-06-06T14:30:18.996466517Z
,,0,33,HCILAB,25.2,ESP32,-64,2023-06-06T14:30:26.172312052Z
,,0,33,HCILAB,25.1,ESP32,-63,2023-06-06T14:30:33.344335211Z
,,0,32,HCILAB,25.1,ESP32,-63,2023-06-06T14:30:40.91742183Z
,,0,32,HCILAB,25.1,ESP32,-64,2023-06-06T14:31:41.53840506Z
,,0,31,HCILAB,25.3,ESP32,-67,2023-06-06T14:31:48.706854281Z
,,0,31,HCILAB,25.3,ESP32,-67,2023-06-06T14:31:55.843786601Z
,,0,32,HCILAB,25.3,ESP32,-68,2023-06-06T14:32:03.053688448Z
,,0,42,HCILAB,25.3,ESP32,-66,2023-06-06T14:32:10.183135752Z
,,0,39,HCILAB,25.3,ESP32,-67,2023-06-06T14:32:17.275105755Z
,,0,37,HCILAB,25.2,ESP32,-62,2023-06-06T14:32:24.443885177Z
,,0,35,HCILAB,25.2,ESP32,-67,2023-06-06T14:32:31.613428785Z
,,0,34,HCILAB,25.2,ESP32,-67,2023-06-06T14:32:38.784608203Z
,,0,33,HCILAB,25.2,ESP32,-68,2023-06-06T14:32:45.98628883Z
,,0,32,HCILAB,25.2,ESP32,-70,2023-06-06T14:32:53.109785134Z
,,0,32,HCILAB,25.1,ESP32,-72,2023-06-06T14:33:00.800437399Z

